;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Código da Escola;Nome da Escola;Loclização;Unidade da Federação;Município
;;;;
;;;;
PK_COD_ENTIDADE;Nome_Escola;Localizacao;UF;Municipio
42114284;NEI CAMPECHE;Urbana;Santa Catarina;FLORIANOPOLIS
42114292;EDUCANDARIO LAR DE JESUS SERTE;Urbana;Santa Catarina;FLORIANOPOLIS
42114306;EEM ILSE KARSTEN;Urbana;Santa Catarina;BLUMENAU
42114322;COLEGIO CAMINHO FELIZ;Urbana;Santa Catarina;SAO JOSE
42114330;PE TERCILIO LONGO;Urbana;Santa Catarina;BENEDITO NOVO
42114357;COCCORREGO GRANDE;Urbana;Santa Catarina;FLORIANOPOLIS
42114365;CENTRO ED EVOLUCAO DO SABER;Urbana;Santa Catarina;LAGUNA
42114403;CEIM RESTINGA;Urbana;Santa Catarina;MAFRA
42114411;CENTRO EDUC ANTONIO RODOLFO FABRICIO;Urbana;Santa Catarina;SANTO AMARO DA IMPERATRIZ
42114420;EMEB JOAO DA CRUZ E SOUZA;Urbana;Santa Catarina;XANXERE
42114489;UNIDADE DE ED INF MIMO DE GENTE;Rural;Santa Catarina;ATALANTA
42114497;UNIDADE DE ED INF RECANTO FELIZ;Rural;Santa Catarina;ATALANTA
42114500;UNIDADE DE ED INF PEQUENO PRINCIPE;Rural;Santa Catarina;ATALANTA
42114543;EI ASSENTADOS;Rural;Santa Catarina;MONTE CASTELO
42114560;EMEF URBANO TEIXEIRA DA FONSECA;Urbana;Santa Catarina;GUARAMIRIM
42114616;ESC MUN DE 1 GRAU AIRO OZELAME;Urbana;Santa Catarina;FAXINAL DOS GUEDES
42114705;EEF FORTUNATO TARNOWSKI;Urbana;Santa Catarina;RIO DO OESTE
42114713;ESC MUN HONORATA STEDILLE;Urbana;Santa Catarina;LAURENTINO
42114721;CENTRO DE EDUCACAO INFANTIL MUNDO AZUL;Urbana;Santa Catarina;JOINVILLE
42114748;CENTRO DE EDUCACAO INFANTIL MUNICIPAL GATO DE BOTAS;Rural;Santa Catarina;PRESIDENTE GETULIO
42114756;UEI HILARIO BUZZARELLO;Urbana;Santa Catarina;INDAIAL
42114772;CENTRO DE ED PE DOCE ENCANTO;Urbana;Santa Catarina;XANXERE
42114799;CEI CANTINHO DO AMOR II;Urbana;Santa Catarina;ARARANGUA
42114802;CEI SONHO DE CRIANCA;Rural;Santa Catarina;SOMBRIO
42114829;EI 13 DE OUTUBRO;Rural;Santa Catarina;MATOS COSTA
42114845;CEI MUN BOM JESUS;Urbana;Santa Catarina;ITAIOPOLIS
42114853;CEI MUN LUCENA;Urbana;Santa Catarina;ITAIOPOLIS
42114870;EIEF LUZIA MEIRING NUNC NFOONRO;Rural;Santa Catarina;JOSE BOITEUX
42114888;CENTRO DE EDUCACAO INFANTIL TIA PASCOA;Rural;Santa Catarina;JOSE BOITEUX
42114918;EEBM JOAQUIM AMARANTE;Urbana;Santa Catarina;VIDEIRA
42114969;CEI LIDIA KURTS BECHTOLD;Urbana;Santa Catarina;MIRIM DOCE
42114977;CEI CACHINHOS DE OURO;Rural;Santa Catarina;SALETE
42115000;ESCOLA PRIMARIA MUNICIPAL LUIGIA MARGHERITA VOTA FERRARI;Urbana;Santa Catarina;RODEIO
42115027;ESC SANTA MONICA;Urbana;Santa Catarina;BENEDITO NOVO
42115043;EEF SANTA TEREZINHA;Urbana;Santa Catarina;TIJUCAS
42115086;CEIM PEQUENO PRINCIPE;Urbana;Santa Catarina;LAGES
42115124;PEM SONHO INFANTIL;Rural;Santa Catarina;SAO JOSE DO CERRITO
42115132;PE MUN ALEGRIA DO SABER;Rural;Santa Catarina;SAO JOSE DO CERRITO
42115167;PE MUN CARROSSEL;Rural;Santa Catarina;SAO JOSE DO CERRITO
42115221;PE MUN CAMINHO SUAVE;Rural;Santa Catarina;SAO JOSE DO CERRITO
42115230;PE MUN BRINCANDO E APRENDENDO;Rural;Santa Catarina;SAO JOSE DO CERRITO
42115248;EEF GRACIOSA COPETTI PEREIRA;Urbana;Santa Catarina;CACADOR
42115264;EMEF ANGELO ZANELLATO;Urbana;Santa Catarina;ICARA
42115272;EMEF JOSE REUS;Urbana;Santa Catarina;ICARA
42115299;EMEIEF PROF ELZA SAMPAIO DOS REIS;Urbana;Santa Catarina;CRICIUMA
42115302;GE MUN MARCOLINA DE OLIVEIRA RAMOS;Urbana;Santa Catarina;CORREIA PINTO
42115310;CEI GENTE MIUDA;Urbana;Santa Catarina;CORREIA PINTO
42115345;ESC BASICA ADOTIVA LIBERATO VALENTIM;Urbana;Santa Catarina;FLORIANOPOLIS
42115396;ESCOLA MUNICIPAL DOZOLINA MANGONI;Urbana;Santa Catarina;CORONEL FREITAS
42115400;EI AGRICOLA FRAIBURGO;Rural;Santa Catarina;AGUA DOCE
42115418;ESC MUN ANGELO ANZOLLIN;Urbana;Santa Catarina;VARGEM BONITA
42115493;ER MUN PEDRO IVO CAMPOS;Urbana;Santa Catarina;CAIBI
42115523;EBM DILSO CECCHIN;Urbana;Santa Catarina;CHAPECO
42115531;CEI VOVO ELISA;Urbana;Santa Catarina;PALHOCA
42115540;EBM WALDEMAR KLEINUBING;Urbana;Santa Catarina;CHAPECO
42115558;EBM SERENO SOPRANA;Urbana;Santa Catarina;CHAPECO
42115566;CEI MUN DONA LILI;Urbana;Santa Catarina;BIGUACU
42115574;CENTRO EDUC NOVO HORIZONTE;Urbana;Santa Catarina;SANTO AMARO DA IMPERATRIZ
42115604;EMEIEF EMMA BALKE;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42115639;EMEIEF ATTILIO LUIZ CALZA;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42115647;EMEIEF TRANQUILO JOSE RIGONI;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42115655;CEI PEQUENO POLEGAR;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42115663;EMEIEF TEONISIO WAGNER;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42115701;CEIM DIVINEIA;Urbana;Santa Catarina;PINHALZINHO
42115744;GE MUN NS DA SALETE;Urbana;Santa Catarina;CONCORDIA
42115752;EB MUN SANTA CRUZ;Urbana;Santa Catarina;CONCORDIA
42115779;EMEB PIONEIRO MARCELINO STOEBERL;Rural;Santa Catarina;RIO NEGRINHO
42115787;EMEB PADRE CLAUDIO LONGEN;Urbana;Santa Catarina;RIO NEGRINHO
42115833;EI LINHA RODRIGUES DE MORAES;Rural;Santa Catarina;MONTE CARLO
42115850;NEI CRIANCA FELIZ;Urbana;Santa Catarina;PORTO UNIAO
42115868;EI SAO SILVESTRE;Urbana;Santa Catarina;DIONISIO CERQUEIRA
42115876;EI NASCENTE DO PEPERI;Urbana;Santa Catarina;DIONISIO CERQUEIRA
42115884;PE IRMAO LINO;Rural;Santa Catarina;NOVA TRENTO
42116015;EI ALBINO CRESTANI;Rural;Santa Catarina;PALMA SOLA
42116023;ESCOLA MUNICIPAL JURACI ISAURA DE OLIVEIRA;Urbana;Santa Catarina;BALNEARIO BARRA DO SUL
42116031;ESCOLA MUNICIPAL GOVERNADOR PEDRO IVO CAMPOS;Urbana;Santa Catarina;JOINVILLE
42116040;CURSO E COLEGIO IDEOLOGIA;Urbana;Santa Catarina;SANTO AMARO DA IMPERATRIZ
42116074;COLEGIO SUPERATIVO;Urbana;Santa Catarina;JOACABA
42116082;EB MUN HERMANN GUENTHER;Urbana;Santa Catarina;POMERODE
42116090;ESC FAMILIAR RURAL SANTO AGOSTINHO;Rural;Santa Catarina;QUILOMBO
42116112;COLEGIO EXPONENCIAL;Urbana;Santa Catarina;CHAPECO
42116120;COLEGIO ADVENTISTA DE INDAIAL;Urbana;Santa Catarina;INDAIAL
42116147;CENTRO EDUCACIONAL CENECISTA SANTA CRUZ;Urbana;Santa Catarina;SAO JOSE
42116163;ASTER CENTRO EDUCACIONAL;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42116201;COLEGIO GLOBAL;Urbana;Santa Catarina;SAO BENTO DO SUL
42116210;LOGUS EDUCAAO E TURISMO LTDA;Urbana;Santa Catarina;PALHOCA
42116228;COLEGIO NOVA ERA;Urbana;Santa Catarina;JOINVILLE
42116260;ESC BOM SAMARITANO;Rural;Santa Catarina;XANXERE
42116295;COLEGIO MARGIRUS;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42116309;EEM PREF ACACIO GARIBALDI SAO THIAGO;Urbana;Santa Catarina;FLORIANOPOLIS
42116341;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL WALDEMAR SCHMITZ;Urbana;Santa Catarina;JARAGUA DO SUL
42116350;EMEF MARIA NILDA SALAI STAHELIN;Urbana;Santa Catarina;JARAGUA DO SUL
42116384;CEI PROFª MARTINHA REGIS MORETTO;Urbana;Santa Catarina;BLUMENAU
42116392;CEI BERTHA MULLER;Urbana;Santa Catarina;BLUMENAU
42116406;CEI MONTEIRO LOBATO;Urbana;Santa Catarina;BLUMENAU
42116465;CEI MUN PINGO DE GENTE;Urbana;Santa Catarina;UNIAO DO OESTE
42116473;NUCLEO MUNICIPAL PROFESSORA TERESA LEMOS PRETO;Urbana;Santa Catarina;CURITIBANOS
42116490;NEI COMECINHO DE VIDA;Urbana;Santa Catarina;PORTO UNIAO
42116503;BERCARIO MARIA LUIZA WALDRAFF;Urbana;Santa Catarina;PORTO UNIAO
42116570;EEM ALBERTO BAUER;Urbana;Santa Catarina;JARAGUA DO SUL
42116686;EBM LEOPOLDO SIMAO;Urbana;Santa Catarina;INDAIAL
42116724;CEI BEM ME QUER;Rural;Santa Catarina;ICARA
42116732;CEI CRIANCA FELIZ;Urbana;Santa Catarina;ICARA
42116740;CEI REINO ENCANTADO;Urbana;Santa Catarina;ICARA
42116759;CEI CINDERELA;Urbana;Santa Catarina;ICARA
42116767;EEB PROF JAKOB ARNS;Urbana;Santa Catarina;FORQUILHINHA
42116805;ESCOLA SAO JOSE;Urbana;Santa Catarina;SAO JOAO BATISTA
42116813;CEI MADRE PAULINA;Urbana;Santa Catarina;SAO JOAQUIM
42116821;CEI JOSE DIOMAR RODRIGUES PADILHA;Urbana;Santa Catarina;SAO JOAQUIM
42116830;CEI BOA VISTA;Urbana;Santa Catarina;SAO JOAQUIM
42116856;CEI JARDIM MINUANO;Urbana;Santa Catarina;SAO JOAQUIM
42116864;CEI DIREITOS HUMANOS;Urbana;Santa Catarina;SAO JOAQUIM
42116880;CRECHE NS DA BOA VIAGEM;Urbana;Santa Catarina;FLORIANOPOLIS
42116937;NEI CASTELO ENCANTADO;Urbana;Santa Catarina;PORTO UNIAO
42116945;NEI TREM DA ALEGRIA;Urbana;Santa Catarina;PORTO UNIAO
42116961;CEIM VIVALDINO SILVA LOURENCO;Urbana;Santa Catarina;LAGES
42116970;PE CRIANCA FELIZ;Rural;Santa Catarina;LAGUNA
42117062;PE PINGO DE GENTE;Urbana;Santa Catarina;PAIAL
42117100;PE OS ESPERTINHOS;Urbana;Santa Catarina;SANTA ROSA DO SUL
42117119;C M E I WALDIR EDSON THEILACKER;Urbana;Santa Catarina;JARAGUA DO SUL
42117143;CEI MUNICIPAL MUNDO ENCANTADO;Urbana;Santa Catarina;SAO CARLOS
42117160;EMEF BOA PARADA;Rural;Santa Catarina;SAO JOSE DO CERRITO
42117186;EI SANTA CATARINA;Rural;Santa Catarina;BOM JESUS
42117291;PRE CRIANCA FELIZ;Rural;Santa Catarina;CAMPO BELO DO SUL
42117305;PE GENTE PEQUENA;Rural;Santa Catarina;CERRO NEGRO
42117348;CEI MUN ANJO DA GUARDA;Urbana;Santa Catarina;CAMPO ERE
42117364;CEI ANA RODRIGUES CORREA;Urbana;Santa Catarina;URUBICI
42117402;EIM WILLY MULLER;Rural;Santa Catarina;BLUMENAU
42117410;EBM PROFª HELLA ALTENBURG;Urbana;Santa Catarina;BLUMENAU
42117429;PE ARCO IRIS;Urbana;Santa Catarina;BOMBINHAS
42117445;CEI NEUSA REIS CESARIO PEREIRA;Urbana;Santa Catarina;ITAJAI
42117453;GE MUN CINQUENTENARIO;Urbana;Santa Catarina;CONCORDIA
42117496;ESCOLA MUNICIPAL INTEGRAL ESPERANCA;Urbana;Santa Catarina;ITAPIRANGA
42117500;EMEF JARDIM ATLANTICO;Urbana;Santa Catarina;BALNEARIO ARROIO DO SILVA
42117518;CRECHE PE ASSOCIACAO ASSISTENCIA SOCIAL;Urbana;Santa Catarina;ANITAPOLIS
42117534;CEI LAR DA MENINA;Urbana;Santa Catarina;TUBARAO
42117569;COLEGIO GERACAO CONSTRUTIVA;Urbana;Santa Catarina;XAXIM
42117585;CENTRO EDUC FRANCISCO DE ASSIS;Urbana;Santa Catarina;ITAJAI
42117615;CEIC BEATO ANIBAL M DI FRANCIA;Urbana;Santa Catarina;CRICIUMA
42117623;CEI PROFº LAPAGESSE;Urbana;Santa Catarina;CRICIUMA
42117640;CENTRO DE EDUCACAO INFANTIL CASTELO BRANCO;Urbana;Santa Catarina;JOINVILLE
42117658;CEI PEDRO IVO FIGUEIREDO DE CAMPOS;Urbana;Santa Catarina;JOINVILLE
42117666;CENTRO DE EDUCACAO INFANTIL ADHEMAR GARCIA;Urbana;Santa Catarina;JOINVILLE
42117690;CMEI ZILDA PACHECO;Urbana;Santa Catarina;TRES BARRAS
42117720;PE PEQUENO POLEGAR;Rural;Santa Catarina;SANTA ROSA DO SUL
42117739;ESCOLA DE SERIES INICIAIS NOVA CONQUISTA;Rural;Santa Catarina;PASSOS MAIA
42117771;CEI ARI ALVES DA SILVA;Urbana;Santa Catarina;SANTA CECILIA
42117780;CEI LUIZ CARLOS ELY;Urbana;Santa Catarina;SANTA CECILIA
42117798;EI DR ULYSSES GUIMARAES;Urbana;Santa Catarina;PRAIA GRANDE
42117801;PE MORANGUINHO;Urbana;Santa Catarina;PRAIA GRANDE
42117828;NEI PINGO DE GENTE;Urbana;Santa Catarina;PORTO UNIAO
42117836;CRECHE LAUSIMAR MARIA LAUS;Urbana;Santa Catarina;FLORIANOPOLIS
42117844;NEI JOAO MACHADO DA SILVA;Urbana;Santa Catarina;FLORIANOPOLIS
42117852;NEI COLONIA Z 11;Urbana;Santa Catarina;FLORIANOPOLIS
42117860;NEI ORISVALDINA DA SILVA;Urbana;Santa Catarina;FLORIANOPOLIS
42117879;CRECHE IDALINA OCHOA;Urbana;Santa Catarina;FLORIANOPOLIS
42117887;CENTRO DE EDUCACAO INFANTIL MADRE PAULINA;Urbana;Santa Catarina;BARRA VELHA
42117895;CRECHE BAIRRO SAO CRISTOVAO;Urbana;Santa Catarina;TURVO
42117917;CEI PARAISO DA CRIANCA;Urbana;Santa Catarina;SAO JOAO DO SUL
42117941;CEI DR MARIO CESAR SENS;Urbana;Santa Catarina;ITUPORANGA
42117950;CEI CECILIA KOPP THIESEN;Urbana;Santa Catarina;ITUPORANGA
42117968;EEF CRISTO REI;Urbana;Santa Catarina;COCAL DO SUL
42117976;GRUPO DE ACAO COMUNITARIA;Urbana;Santa Catarina;JAGUARUNA
42117992;ESC MUN DE ED INF PE LIBINO STEFFEN;Rural;Santa Catarina;ITAPIRANGA
42118000;EMEIEF ADOLFO BACK;Urbana;Santa Catarina;CRICIUMA
42118018;EMEF ERICO NONNENMACHER;Urbana;Santa Catarina;CRICIUMA
42118042;CEI MUN CASTELO ENCANTADO;Urbana;Santa Catarina;SAO BENTO DO SUL
42118069;PE VO GILBERTO EGER;Rural;Santa Catarina;LEOBERTO LEAL
42118115;CEI MUN MICKEY MOUSE;Rural;Santa Catarina;LAGUNA
42118123;CRECHE MUNDO INFANTIL;Rural;Santa Catarina;LAGUNA
42118131;CEI GATO DE BOTAS;Rural;Santa Catarina;LAGUNA
42118140;CEI PEIXINHO COLORIDO;Rural;Santa Catarina;LAGUNA
42118158;PE BALAO MAGICO;Urbana;Santa Catarina;MASSARANDUBA
42118166;PRE ESCOLAR RODINHA DE AMIGOS;Urbana;Santa Catarina;GUARAMIRIM
42118174;PRE ESCOLAR VIDINHA FELIZ;Urbana;Santa Catarina;GUARAMIRIM
42118182;EMEFVEREADOR ARMIN BYLAARDT;Urbana;Santa Catarina;GUARAMIRIM
42118190;PROFESSOR ATILANO KRUGER;Urbana;Santa Catarina;GUARAMIRIM
42118239;COLEGIO CARLOS DRUMMOND DE ANDRADE;Urbana;Santa Catarina;FRAIBURGO
42118247;CENTRO EDUC CHICO BENTO;Urbana;Santa Catarina;BARRA VELHA
42118255;CENTRO EDUCACIONAL UNIVERSO POSITIVO LTDA;Urbana;Santa Catarina;MARAVILHA
42118280;CEI DANIEL BRESSANINI;Urbana;Santa Catarina;BLUMENAU
42118328;CEM ANTONIO PORTO BURDA;Urbana;Santa Catarina;FRAIBURGO
42118336;CRECHE DORALICE TEODORO BASTOS;Urbana;Santa Catarina;FLORIANOPOLIS
42118344;EMEB VEREDA DOS TREVOS;Urbana;Santa Catarina;CACADOR
42118352;CENTRO EDUC APRENDER BRINCAR CRESCER;Urbana;Santa Catarina;CHAPECO
42118379;EI LOMBA DO MEIO;Rural;Santa Catarina;ITAIOPOLIS
42118395;EMEB MARIA JOSE DUARTE SILVA BERNARDES;Urbana;Santa Catarina;CAMPO ALEGRE
42118425;EIEF VOIA CRIRI;Rural;Santa Catarina;JOSE BOITEUX
42118433;EIEF CNGROI NRE SCHIDN MONGCONA;Rural;Santa Catarina;JOSE BOITEUX
42118441;ESC MUN DE PE JOAO BONETTI;Rural;Santa Catarina;JOSE BOITEUX
42118484;C E I CANTINHO FELIZ;Urbana;Santa Catarina;AGROLANDIA
42118530;CEI MOISES AMARAL;Urbana;Santa Catarina;IBIRAMA
42118565;CENTRO EDUCACIONAL INFANTIL MAE JOAQUINA;Rural;Santa Catarina;BRACO DO NORTE
42118581;CEIM RAIO DE SOL;Rural;Santa Catarina;CAMPOS NOVOS
42118590;PRE-ESCOLA MUNICIPAL A CAMINHO DO FUTURO;Urbana;Santa Catarina;CAMPOS NOVOS
42118611;CRECHE MUNICIPAL JUBILEU DE PRATA;Urbana;Santa Catarina;CAMPOS NOVOS
42118620;CEI INFANCIA FELIZ;Urbana;Santa Catarina;LAURENTINO
42118654;PE CRIANCA FELIZ;Rural;Santa Catarina;SANGAO
42118662;CEI CRIANCA FELIZ;Urbana;Santa Catarina;LONTRAS
42118670;COLEGIO FROEBEL;Urbana;Santa Catarina;SAO BENTO DO SUL
42118719;CEI PRIMEIROS PASSOS;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42118735;CEI CRIANCA FELIZ;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42118832;CEIM PEQUENOS HEROIS;Urbana;Santa Catarina;CHAPECO
42118840;CEIM SAO PEDRO;Urbana;Santa Catarina;CHAPECO
42118859;CEIM PETECA;Urbana;Santa Catarina;CHAPECO
42118867;CEIM CRIANCA E ESPERANCA;Urbana;Santa Catarina;CHAPECO
42118875;CEIM NOVA VIDA;Rural;Santa Catarina;CHAPECO
42118883;CEIM BRINCAR E CRESCER;Urbana;Santa Catarina;CHAPECO
42118891;CEIM CIRANDA DO SABER;Urbana;Santa Catarina;CHAPECO
42118905;CEIM IRIS ABELLO;Urbana;Santa Catarina;CHAPECO
42118913;CEIM BRINCAR E APRENDER;Urbana;Santa Catarina;CHAPECO
42118921;CEIM UNIVERSO DA CRIANCA;Urbana;Santa Catarina;CHAPECO
42118956;CENTRO DE EDUCACAO INFANTIL MUNICIPAL PETER PAN;Rural;Santa Catarina;PRESIDENTE GETULIO
42118964;EBM MARIA BORDIGNON DESTRI;Urbana;Santa Catarina;CHAPECO
42118972;EBM SAO CRISTOVAO;Urbana;Santa Catarina;CHAPECO
42119049;ESC MULT MUN LAUDELINA FURTADO;Rural;Santa Catarina;CORREIA PINTO
42119057;CEIB CENTRO DE EDUCACAO;Urbana;Santa Catarina;CHAPECO
42119065;CRECHE CIRANDA CIRANDINHA;Urbana;Santa Catarina;NOVA TRENTO
42119073;CEI TIO PATINHAS;Urbana;Santa Catarina;GRAO PARA
42119103;EBM 25 DE MAIO;Rural;Santa Catarina;ABELARDO LUZ
42119111;EMEB NS DOS PRAZERES;Urbana;Santa Catarina;LAGES
42119120;EB MUN SAO FRANCISCO;Rural;Santa Catarina;GUARUJA DO SUL
42119138;PE PLUMA BRANCA;Urbana;Santa Catarina;CAIBI
42119154;EMEF DOM HONORATO PIAZZERA;Rural;Santa Catarina;LAGES
42119162;EMEB IZIDORO MARIN;Urbana;Santa Catarina;LAGES
42119170;CENTRO MUNICIPAL DE EDUCACAO GENTE PEQUENA;Urbana;Santa Catarina;PONTE ALTA DO NORTE
42119227;NEI LUAR ENCANTADO;Urbana;Santa Catarina;TIMBO
42119235;NEI PARAISO DA CRIANCA;Urbana;Santa Catarina;TIMBO
42119243;UNID PE HORTENSIA;Urbana;Santa Catarina;TIMBO
42119278;CEI ESPIRITO SANTO PROFª ZULMIRA PORTELA;Urbana;Santa Catarina;TIJUCAS
42119294;CENTRO EDUC BALAO MAGICO;Urbana;Santa Catarina;ARARANGUA
42119324;CEMEI CANTINHO FELIZ;Urbana;Santa Catarina;XANXERE
42119359;ESCOLA MUNICIPAL MARIO FERRAZZO;Urbana;Santa Catarina;XAXIM
42119405;CEI VALMOR DOMINGOS ALBERTI;Urbana;Santa Catarina;JARDINOPOLIS
42119499;CEI NAVEGANTES;Urbana;Santa Catarina;RIO DO SUL
42119502;EB PROFª ADRIANA WEINGARTNER;Urbana;Santa Catarina;PALHOCA
42119510;FUND CATARINENSE DE ED ESPECIAL FCEE;Urbana;Santa Catarina;SAO JOSE
42119529;DESCHAMPS E LEMES LTDA EPP;Urbana;Santa Catarina;SAO JOSE
42119537;ESCOLA BRANCA DE NEVE;Urbana;Santa Catarina;FLORIANOPOLIS
42119545;APAE - ANGELINA;Urbana;Santa Catarina;ANGELINA
42119553;ESCOLA ESPECIAL LEANDRO DE AZEVEDO;Urbana;Santa Catarina;BIGUACU
42119588;ASSOCIACAO CATARINENSE PARA INTEGRACAO DO CEGO;Urbana;Santa Catarina;FLORIANOPOLIS
42119596;INST DE AUDICAO E TERAPIA DA LINGUAGEM;Urbana;Santa Catarina;FLORIANOPOLIS
42119600;ESC ESPECIAL CAMINHO DA ESPERANCA;Urbana;Santa Catarina;PALHOCA
42119618;ESC ESPECIAL ALEXSANDRO VIRGILIO RAUPP;Urbana;Santa Catarina;PAULO LOPES
42119626;2CDH PROFª JURACY DE MELLO SCHMIDT0021;Urbana;Santa Catarina;SANTO AMARO DA IMPERATRIZ
42119677;ESC ESPECIAL LAR DA ESPERANCA;Urbana;Santa Catarina;ORLEANS
42119707;ESC CAMINHO DA LUZ;Urbana;Santa Catarina;CRICIUMA
42119715;IEE DIOMICIO FREITAS ASSOC PESTALOZZI DE CRICIUMA;Urbana;Santa Catarina;CRICIUMA
42119723;ESC ESPECIAL SONHO DOURADO;Urbana;Santa Catarina;ICARA
42119740;ESCOLA BEM ME QUER APAE;Urbana;Santa Catarina;MORRO DA FUMACA
42119758;ESC ESPECIAL ANGELICA DAL S BORTOLUZZI;Urbana;Santa Catarina;NOVA VENEZA
42119766;ESCOLA ESPECIAL RENASCER APAE SIDEROPOLIS;Urbana;Santa Catarina;SIDEROPOLIS
42119774;ESC SANTA RITA DE CASSIA;Urbana;Santa Catarina;URUSSANGA
42119782;ASSOC JOINVILENSE INTEG DO DEF VISUAL;Urbana;Santa Catarina;JOINVILLE
42119790;ASSOC DE AMIGOS DO AUTISTA;Urbana;Santa Catarina;JOINVILLE
42119804;ESC ESPECIAL BRILHO DO SOL FLAVIO Q BORGES;Urbana;Santa Catarina;BARRA VELHA
42119812;INST EDUC ESP PROFª LIA R S J DE SANTIS;Urbana;Santa Catarina;JOINVILLE
42119820;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO ARCO IRIS;Urbana;Santa Catarina;SAO FRANCISCO DO SUL
42119839;INST PEDAG DE REABILITACAO E INCLUSAO ISPERE;Urbana;Santa Catarina;JOINVILLE
42119847;ESC RECANTO ALEGRE;Urbana;Santa Catarina;RIO DO SUL
42119855;ESCOLA ESPECIAL FLOR DA ESPERANCA;Urbana;Santa Catarina;PRESIDENTE GETULIO
42119863;APAE DE TAIO;Urbana;Santa Catarina;TAIO
42119871;ESC ESPECIAL RAIO DE SOL APAE;Urbana;Santa Catarina;SALETE
42119880;ESC FLOR DO AMANHECER APAE;Urbana;Santa Catarina;JOSE BOITEUX
42119898;APAE DE AGROLANDIA;Urbana;Santa Catarina;AGROLANDIA
42119901;ESCOLA MISSAO DE AMOR;Urbana;Santa Catarina;TROMBUDO CENTRAL
42119910;ESC ESPECIAL DE WITMARSUM;Urbana;Santa Catarina;WITMARSUM
42119928;ESC ESPECIAL CANTINHO DOS SONHOS;Urbana;Santa Catarina;ANITA GARIBALDI
42119936;APAE DE BOM JARDIM DA SERRA;Urbana;Santa Catarina;BOM JARDIM DA SERRA
42119944;ESC ESPECIAL CANTINHO DO CEU;Urbana;Santa Catarina;CAMPO BELO DO SUL
42119952;ESCOLA ESPECIAL HUGO MIGUEL SULZBACH;Urbana;Santa Catarina;CURITIBANOS
42119960;ESCOLA DE SURDOS BEM ME QUER;Urbana;Santa Catarina;LAGES
42119987;APAE DE SAO JOAQUIM;Urbana;Santa Catarina;SAO JOAQUIM
42119995;ESC PE JOSE GONCALVES ESPINDOLA;Urbana;Santa Catarina;URUBICI
42120004;ESCOLA DE EDUCACAO ESPECIAL IRMA TEONILIA;Urbana;Santa Catarina;ITAIOPOLIS
42120012;ESC ESPECIAL IRMA INES;Urbana;Santa Catarina;MAFRA
42120020;ESC ESPECIAL NS APARECIDA;Urbana;Santa Catarina;MONTE CASTELO
42120039;ESCOLA ESPECIAL RAIO DE SOL - APAE DE PAPANDUVA;Urbana;Santa Catarina;PAPANDUVA
42120047;ESC ESPECIAL MARIO ANTONIO SARTORI;Urbana;Santa Catarina;AGUA DOCE
42120055;ESCOLA ESPECIAL WANDA MEYER;Urbana;Santa Catarina;CAPINZAL
42120063;ESC ESPECIAL MENINO DEUS;Urbana;Santa Catarina;CAMPOS NOVOS
42120071;ESC ESPECIAL FREI BRUNO;Urbana;Santa Catarina;JOACABA
42120080;CENTRO EDUC E REABILITACAO DA APAS;Urbana;Santa Catarina;JOACABA
42120098;ESC ESPECIAL PE FRIEDMUND;Urbana;Santa Catarina;TANGARA
42120101;ESCOLA RECANTO AZUL;Urbana;Santa Catarina;CONCORDIA
42120110;ESCOLA ESP ARCO IRIS;Urbana;Santa Catarina;IRANI
42120128;ESC ESPECIAL PROFª SALETE P TREMEA;Urbana;Santa Catarina;IPUMIRIM
42120136;ESC ESPECIAL RAIOS DE LUZ;Urbana;Santa Catarina;LINDOIA DO SUL
42120144;ESC ESPECIAL CONSTRUINDO O SABER;Urbana;Santa Catarina;SEARA
42120152;ESC ESPECIAL DE CORONEL FREITAS;Urbana;Santa Catarina;CORONEL FREITAS
42120160;APAE ESC RECANTO DA ESPERANCA;Urbana;Santa Catarina;CHAPECO
42120179;ESC ESPECIAL MUNDINHO FELIZ;Urbana;Santa Catarina;MODELO
42120187;ESCOLA ESPECIAL PROFª CELIA M S LUCCA;Urbana;Santa Catarina;PALMITOS
42120195;ESC ESPECIAL PROFª IVONE;Urbana;Santa Catarina;PINHALZINHO
42120209;ESC DE ED ESPECIAL PAULO FREIRE;Urbana;Santa Catarina;QUILOMBO
42120217;ESC ESPECIAL PROFª MARCIA;Urbana;Santa Catarina;SAO CARLOS
42120225;ESC ESPECIAL NS DAS GRACAS;Urbana;Santa Catarina;SAO LOURENCO DO OESTE
42120241;ESC ESPECIAL DA APAE DE CAMPO ERE;Urbana;Santa Catarina;CAMPO ERE
42120250;ESCOLA ESPECIAL RENASCER;Urbana;Santa Catarina;CUNHA PORA
