;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Código da Escola;Nome da Escola;Loclização;Unidade da Federação;Município
;;;;
;;;;
PK_COD_ENTIDADE;Nome_Escola;Localizacao;UF;Municipio
42120268;ESC ESPECIAL MAURICIO DALLA VECCHIA;Urbana;Santa Catarina;DESCANSO
42120276;ESC ESPECIAL SONHO MEU;Urbana;Santa Catarina;GUARACIABA
42120292;ESC ESPECIAL IRENE SCHROEDER;Urbana;Santa Catarina;ITAPIRANGA
42120306;ESCOLA ESPECIAL CAMINHO DE LUZ;Urbana;Santa Catarina;IPORA DO OESTE
42120314;ESC ESPECIAL MARISOL APAE;Urbana;Santa Catarina;MARAVILHA
42120322;ESC ESPECIAL PROFº SILVESTRE MAZON;Urbana;Santa Catarina;ROMELANDIA
42120349;ESC ESPECIAL CAMINHO ALTERNATIVO;Urbana;Santa Catarina;SAO MIGUEL DO OESTE
42120357;APAE DE SAO JOSE;Urbana;Santa Catarina;SAO JOSE
42120365;ESC ESPECIAL TEMPO FELIZ APAE;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42120373;ESC ESPECIAL ALEGRIA DE VIVER;Urbana;Santa Catarina;CAMBORIU
42120381;ESCOLA ESPECIAL DE NAVEGANTES;Urbana;Santa Catarina;NAVEGANTES
42120390;CAESP - WALDYR BENVENUTTI - APAE DE ITAJAI;Urbana;Santa Catarina;ITAJAI
42120403;INST DE FONOAUDIOLOGIA UNIVALI;Urbana;Santa Catarina;ITAJAI
42120411;CIEP VOVO BIQUINHA;Urbana;Santa Catarina;ITAJAI
42120420;ESCOLA ESPECIAL HENNY COELHO;Urbana;Santa Catarina;PENHA
42120438;ESC ESPECIAL DEUS MENINO;Urbana;Santa Catarina;BALNEARIO PICARRAS
42120446;ESC ESPECIAL ENSINA ME A VIVER;Urbana;Santa Catarina;PORTO BELO
42120497;EEB ESPECIAL MEU RECANTO;Urbana;Santa Catarina;RIO DAS ANTAS
42120519;ESC ESP WALMOR ADELMO ELY;Urbana;Santa Catarina;SANTA CECILIA
42120527;ESC ESPECIAL TIA ANA;Urbana;Santa Catarina;VIDEIRA
42120535;ESCOLA ESPECIAL JOAO KRAES CAMPOS;Urbana;Santa Catarina;ARARANGUA
42120543;ESC ESPECIAL DE JACINTO MACHADO;Urbana;Santa Catarina;JACINTO MACHADO
42120551;ESC ESPECIAL DE MELEIRO;Urbana;Santa Catarina;MELEIRO
42120560;ESC ESPECIAL JERUSA;Urbana;Santa Catarina;PRAIA GRANDE
42120578;ESC ESPECIAL SANTA ROSA DO SUL;Urbana;Santa Catarina;SANTA ROSA DO SUL
42120586;ESC ESPECIAL APAE;Urbana;Santa Catarina;SOMBRIO
42120594;ESC ESPECIAL DE TIMBE DO SUL;Urbana;Santa Catarina;TIMBE DO SUL
42120608;APAE DE TURVO;Urbana;Santa Catarina;TURVO
42120616;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - INSTITUTO DE EDUCACAO SANTA INES E CLINICA UNIDUNITE;Urbana;Santa Catarina;BRUSQUE
42120624;ESC ESPECIAL SANTANA;Urbana;Santa Catarina;CANELINHA
42120632;ESCOLA ESPECIAL PROFº ARTHUR WIPPEL;Urbana;Santa Catarina;GUABIRUBA
42120640;ESCOLA ESPECIAL DE NOVA TRENTO;Urbana;Santa Catarina;NOVA TRENTO
42120659;ESC ESPECIAL INST BENTA ALVES DE AZEVEDO;Urbana;Santa Catarina;SAO JOAO BATISTA
42120667;INSTITUTO CORALIA OLINGER - APAE;Urbana;Santa Catarina;TIJUCAS
42120675;ESC ESPECIAL PAULO DENIS;Urbana;Santa Catarina;FAXINAL DOS GUEDES
42120683;ESCOLA ESPECIAL DAIANE DO PRADO;Urbana;Santa Catarina;GALVAO
42120691;ESC ESPECIAL AGNALDO ANTONIO PANISSON;Urbana;Santa Catarina;ABELARDO LUZ
42120713;ESC ESPECIAL HELENA ADAMS KELLER;Urbana;Santa Catarina;XANXERE
42120721;ESC ESPECIAL MARLENE STIEVEN- APAE;Urbana;Santa Catarina;XAXIM
42120730;ESC ESPECIAL DE MAJOR VIEIRA;Urbana;Santa Catarina;MAJOR VIEIRA
42120772;ESCOLA ESPECIAL RENASCER;Urbana;Santa Catarina;GAROPABA
42120780;ESC ESPECIAL ARCO IRIS;Urbana;Santa Catarina;IMARUI
42120799;ESC ESPECIAL SOLAR DA TERNURA;Urbana;Santa Catarina;LAGUNA
42120802;ESC ESPECIAL GIRASSOL;Urbana;Santa Catarina;IMBITUBA
42120810;ESC ESPECIAL DA AMIZADE;Urbana;Santa Catarina;ITUPORANGA
42120829;APAE RIO NEGRINHO;Urbana;Santa Catarina;RIO NEGRINHO
42120837;ESCOLA GIRASSOL;Urbana;Santa Catarina;SAO BENTO DO SUL
42120845;ESC ESPECIAL APAE DE ANITAPOLIS;Urbana;Santa Catarina;ANITAPOLIS
42120853;ESC ESPECIAL PROFª ESTELLA M CAROPRESO;Urbana;Santa Catarina;BLUMENAU
42120861;APAE DE INDAIAL;Urbana;Santa Catarina;INDAIAL
42120870;ESC ESPECIAL CRIANCA ESPERANCA;Urbana;Santa Catarina;POMERODE
42120888;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS;Urbana;Santa Catarina;GASPAR
42120896;ESC ESPECIAL WILSON JOSE LIEBL;Urbana;Santa Catarina;CAMPO ALEGRE
42120900;ESC ESPECIAL INTEGRADA;Urbana;Santa Catarina;TIMBO
42120918;ESC ESPECIAL APAE DE POUSO REDONDO;Urbana;Santa Catarina;POUSO REDONDO
42120926;ESC ESPECIAL PE ADRIANO HOOH;Urbana;Santa Catarina;BOM RETIRO
42120942;ESC ESPECIAL SANTA CRUZ;Urbana;Santa Catarina;CANOINHAS
42120950;ESC ESPECIAL STA RITA DE CASSIA;Urbana;Santa Catarina;TRES BARRAS
42120969;ESC ESPECIAL ANTONIETA N SOARES;Urbana;Santa Catarina;PORTO UNIAO
42120977;APADAF;Urbana;Santa Catarina;PORTO UNIAO
42120985;ESCOLA ESPECIAL AMOR PERFEITO;Urbana;Santa Catarina;IRINEOPOLIS
42120993;ESC ESPECIAL FLOR DO CAMPO;Urbana;Santa Catarina;RIO DO CAMPO
42121191;POSIVILLE;Urbana;Santa Catarina;JOINVILLE
42121205;CEI OMAR LUIS MACAGNAN;Urbana;Santa Catarina;ITAJAI
42121213;NUCLEO ESCOLAR DE CONTRATURNO LUCY CANZIANI;Urbana;Santa Catarina;ITAJAI
42121221;CEI ANGELA DIAS RAMOS NEVES;Urbana;Santa Catarina;ITAJAI
42121230;PE LEAOZINHO SAPECA;Urbana;Santa Catarina;GUARAMIRIM
42121248;PRE ESCOLAR MUNDO ENCANTADO;Urbana;Santa Catarina;GUARAMIRIM
42121256;ESCOLA MUNICIPAL E ENSINO FUNDAMENTAL QUATI;Rural;Santa Catarina;GUARAMIRIM
42121264;PRE FANTASIA DE CRIANCA;Urbana;Santa Catarina;GUARAMIRIM
42121329;CENTRO EDUC RAIO DE SOL;Urbana;Santa Catarina;TRES BARRAS
42121337;CENTRO EDUC PONEIZINHO;Urbana;Santa Catarina;LAGUNA
42121345;CENTRO INTEGRADO DE ENSINO RURAL - CIER;Rural;Santa Catarina;IPORA DO OESTE
42121353;EB PROFESSORA URSULA KROEGER;Urbana;Santa Catarina;INDAIAL
42121361;ESC MUN DE ENS FUND RIBEIRAO MOLHA;Urbana;Santa Catarina;JARAGUA DO SUL
42121370;EB MULDE BAIXA;Urbana;Santa Catarina;INDAIAL
42121388;ESC MUN DE ENS FUND MAX SCHUBERT;Urbana;Santa Catarina;JARAGUA DO SUL
42121396;CENTRO EDUC MAE NATUREZA;Urbana;Santa Catarina;JOINVILLE
42121400;ESC MUN BERNARDO MORO SOBRINHO;Urbana;Santa Catarina;CAPINZAL
42121418;ESC MUN VISTA ALEGRE;Rural;Santa Catarina;CAPINZAL
42121426;PE MONALISA LUCIA PIERDONA;Urbana;Santa Catarina;ERVAL VELHO
42121442;COLEGIO SUPERACAO;Urbana;Santa Catarina;VIDEIRA
42121450;ED INF PE ALFREDO AMANN;Rural;Santa Catarina;GUARUJA DO SUL
42121469;CENTRO MUNICIPAL DE EDUCACAO RECANTO DA CRIANCA;Urbana;Santa Catarina;PONTE ALTA DO NORTE
42121507;PE CANTINHO FELIZ;Rural;Santa Catarina;SANGAO
42121523;PE BABY DISNEY;Rural;Santa Catarina;SANGAO
42121574;CEI CRIANCA ESPERANCA;Urbana;Santa Catarina;ARARANGUA
42121590;CEI SAO JOSE;Urbana;Santa Catarina;ARARANGUA
42121604;CEI ALTO FELIZ;Urbana;Santa Catarina;ARARANGUA
42121620;CEI CRIANCA ESPERANCA;Urbana;Santa Catarina;SAO JOSE
42121639;CECEI VOVO JULIANA;Urbana;Santa Catarina;JOINVILLE
42121655;CRECHE PINGO DE GENTE;Rural;Santa Catarina;SAO JOSE DO CEDRO
42121671;CEI BEATRIZ LOPES DA SILVA;Urbana;Santa Catarina;AGRONOMICA
42121680;EEB WANDA KRIEGER GOMES;Urbana;Santa Catarina;CACADOR
42121698;JI CINDERELA;Rural;Santa Catarina;DONA EMMA
42121710;PE CEU AZUL;Rural;Santa Catarina;CAIBI
42121744;SESI EDUCACAO INFANTIL;Urbana;Santa Catarina;VIDEIRA
42121760;EIM LAUDELINO DEBORTOLI;Rural;Santa Catarina;BIGUACU
42121779;EB MUN PEQUENO PRINCIPE;Urbana;Santa Catarina;BOMBINHAS
42121787;EB MUN SOPHIA SCHWEDLER;Urbana;Santa Catarina;SAO BENTO DO SUL
42121795;CRECHE VICENTINA MARIA DA COSTA LAURINDO;Urbana;Santa Catarina;FLORIANOPOLIS
42121809;CRECHE CAETANA MARCELINA DIAS;Urbana;Santa Catarina;FLORIANOPOLIS
42121817;CRECHE FERMINIO FRANCISCO VIEIRA;Urbana;Santa Catarina;FLORIANOPOLIS
42121825;CRECHE FRANCISCA IDALINA LOPES;Urbana;Santa Catarina;FLORIANOPOLIS
42121833;CRECHE MORRO DA QUEIMADA;Urbana;Santa Catarina;FLORIANOPOLIS
42121841;CRECHE ALMIRANTE LUCAS ALEXANDRE BOITEUX;Urbana;Santa Catarina;FLORIANOPOLIS
42121850;NEI-ARMACAO;Urbana;Santa Catarina;FLORIANOPOLIS
42121868;CRECHE STELLA MARIS CORREA CARNEIRO;Urbana;Santa Catarina;FLORIANOPOLIS
42121876;ESCOLA MUN SAO LUIZ;Urbana;Santa Catarina;TURVO
42121892;CEI AQUARELA;Urbana;Santa Catarina;RIO DO SUL
42121906;ESCOLA DE EDUCACAO BASICA MUNICIPAL 12 DE MAIO;Urbana;Santa Catarina;MARACAJA
42121922;CEI DR ARAO REBELLO;Urbana;Santa Catarina;BLUMENAU
42121930;CEI ROBERT RUDOLPH BARTH;Urbana;Santa Catarina;BLUMENAU
42121949;CEI MAX SCHEIDEMANTEL;Urbana;Santa Catarina;BLUMENAU
42121973;ESCOLA MUNICIPAL PROFESSORA ELADIR SKIBINSKI;Urbana;Santa Catarina;JOINVILLE
42121981;ESCOLA MUNICIPAL PAULINE PARUCKER;Urbana;Santa Catarina;JOINVILLE
42121990;EB MUN ANNA ZAMARCHI COLDEBELLA;Urbana;Santa Catarina;CONCORDIA
42122007;CENTRO DE EDUCACAO INFANTIL MUNICIPAL CANTINHO FELIZ;Urbana;Santa Catarina;PRESIDENTE GETULIO
42122015;CEI MUNICIPAL PINGO DE GENTE;Urbana;Santa Catarina;PRESIDENTE GETULIO
42122023;CENTRO DE EDUCACAO INFANTIL MUNICIPAL ADELINA CLARA HESS DE SOUZA;Urbana;Santa Catarina;PRESIDENTE GETULIO
42122031;EB MUN WALDEMAR PFEIFFER;Urbana;Santa Catarina;CONCORDIA
42122040;CENTRO EDUCACIONAL INFANTIL ELIAS BIZ;Urbana;Santa Catarina;URUSSANGA
42122058;CRECHE PINGO DE GENTE;Urbana;Santa Catarina;ROMELANDIA
42122074;CRECHE JEITINHO DE SER;Urbana;Santa Catarina;ROMELANDIA
42122082;PE PEQUENO PRINCIPE;Rural;Santa Catarina;SANTA TEREZINHA
42122139;CENTRO EDUCACIONAL MUNICIPAL ALFREDO DOMINGOS DA SILVA;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42122155;PE APRENDENDO BRINCANDO;Rural;Santa Catarina;JAGUARUNA
42122163;PE CHAPEUZINHO VERMELHO;Rural;Santa Catarina;JAGUARUNA
42122180;EMEIEF MARIA ANGELICA PAULO;Rural;Santa Catarina;CRICIUMA
42122198;EMEIEF JOSE ROSSO;Rural;Santa Catarina;CRICIUMA
42122201;ASSOC ASSIST BENEF DE XANXERE AABEX;Urbana;Santa Catarina;XANXERE
42122228;JI ANNA VICTORIA PEDRINI;Urbana;Santa Catarina;BOTUVERA
42122260;CMEI ARCO IRIS;Urbana;Santa Catarina;RIO NEGRINHO
42122279;PE CEBOLINHA;Rural;Santa Catarina;SANTA HELENA
42122287;PE PINGO DE GENTE;Rural;Santa Catarina;SANTA HELENA
42122309;CEI CINDERELA;Urbana;Santa Catarina;MARAVILHA
42122317;CEI JESUS MENINO;Urbana;Santa Catarina;SAO JOAO DO OESTE
42122325;CEIM PROJETO MINHA GENTE;Urbana;Santa Catarina;CHAPECO
42122384;PE VO NORBERTO HENRIQUE ALVES;Rural;Santa Catarina;LEOBERTO LEAL
42122457;ESCOLA MUN PROF ERNESTO CESAR MARIOT;Urbana;Santa Catarina;URUSSANGA
42122503;CEI TIA BEA;Urbana;Santa Catarina;RIO DO SUL
42122538;ESCOLA MUNICIPAL PREFEITO JOAQUIM FELIX MOREIRA;Urbana;Santa Catarina;JOINVILLE
42122546;ESCOLA MUNICIPAL ROSALVO FERNANDES;Urbana;Santa Catarina;ARAQUARI
42122554;CEI PONTA RUSSA;Urbana;Santa Catarina;BRUSQUE
42122562;CEI LIMEIRA TIA ANA;Urbana;Santa Catarina;BRUSQUE
42122570;CEI RAIO DE SOL;Urbana;Santa Catarina;BRUSQUE
42122600;CEMEI NOVO HORIZONTE;Urbana;Santa Catarina;XANXERE
42122619;CEMEI FAVO DE MEL;Urbana;Santa Catarina;XANXERE
42122627;CEMEI PINGO DE GENTE;Urbana;Santa Catarina;XANXERE
42122635;ESC ITINERANTE PROFESSORA ANA MARIA R COELHO;Rural;Santa Catarina;CORREIA PINTO
42122651;CENTRO EDUC NEDYR SPEZZATTO;Rural;Santa Catarina;RIQUEZA
42122660;CENTRO DE EDUCACAO INFANTIL SOSSEGO DA MAMAE;Urbana;Santa Catarina;BRUNOPOLIS
42122686;CEI MUN MENINO JESUS;Rural;Santa Catarina;CAMPOS NOVOS
42122694;CRECHE MUNICIPAL CRIANCA FELIZ;Rural;Santa Catarina;BRUNOPOLIS
42122716;ESC DE 1 GRAU GETULIO VARGAS;Urbana;Santa Catarina;DESCANSO
42122724;CEIM CIRANDA DA CRIANCA;Urbana;Santa Catarina;CHAPECO
42122732;EBM JARDIM DO LAGO;Urbana;Santa Catarina;CHAPECO
42122740;EPC LEONEL DE MOURA BRIZOLA;Urbana;Santa Catarina;CHAPECO
42122759;EEBM SONHO INFANTIL;Urbana;Santa Catarina;MONTE CARLO
42122775;CMEI CHAPEUZINHO VERMELHO;Urbana;Santa Catarina;CAMPO ALEGRE
42122813;CEMEI CARROSSEL;Urbana;Santa Catarina;XANXERE
42122821;EMEF ANGELO DE LUCCA;Rural;Santa Catarina;CRICIUMA
42122830;EMEIEF PE CARLOS WECKI;Urbana;Santa Catarina;CRICIUMA
42122848;EMEIEF PE PAULO PETRUZZELLIS;Urbana;Santa Catarina;CRICIUMA
42122856;ESCOLA MUNICIPAL PROFESSORA ONORATA ZONTA DALFOVO;Urbana;Santa Catarina;ASCURRA
42122864;EBM ATTILIA CECHINEL NEZI;Rural;Santa Catarina;SAO JOAQUIM
42122899;CEI MUN SONHO MEU;Urbana;Santa Catarina;SAO BENTO DO SUL
42122902;ACAO SOCIAL SALTO DO MAROIM CEI FREI ANTONIO;Urbana;Santa Catarina;SAO JOSE
42122937;CEI PROFª LUCIA FRANCISCA SAGAS;Urbana;Santa Catarina;GOVERNADOR CELSO RAMOS
42122945;CEI PROFª DULCE GODINHO NAZARIO;Urbana;Santa Catarina;GOVERNADOR CELSO RAMOS
42122953;CEI PROF ROBERTO MANOEL CALLADO;Urbana;Santa Catarina;GOVERNADOR CELSO RAMOS
42122961;CEI MUN JULIA SAGAS;Urbana;Santa Catarina;GOVERNADOR CELSO RAMOS
42122988;CEI PATO DONALD;Urbana;Santa Catarina;CACADOR
42122996;CEMEI AMELIA ZANESCO PERETTI;Urbana;Santa Catarina;VIDEIRA
42123003;EI SANTA LUCIA;Urbana;Santa Catarina;ENTRE RIOS
42123020;EMEF PROFESSOR GUSTAVO TANK;Urbana;Santa Catarina;GUARAMIRIM
42123062;EM SONHO INFANTIL;Urbana;Santa Catarina;NOVA ITABERABA
42123127;EB SUBIDA;Rural;Santa Catarina;APIUNA
42123135;ESCOLA BASICA MUNICIPAL PADRE GERMANO BRANDT;Urbana;Santa Catarina;GUABIRUBA
42123143;EEBM PROF VIDAL FERREIRA;Urbana;Santa Catarina;POMERODE
42123194;CEI VIDA NOVA;Urbana;Santa Catarina;CHAPECO
42123208;EB MUN CONCORDIA;Urbana;Santa Catarina;CONCORDIA
42123267;CEI FELICIANA CORREA DA SILVA;Urbana;Santa Catarina;TUBARAO
42123283;CENTRO EDUC PRE ESCOLAR ARTE BABY LTDA;Urbana;Santa Catarina;ITAJAI
42123291;COLEGIO CASTELO LTDA;Urbana;Santa Catarina;BLUMENAU
42123313;EIEF KAAKUPE;Rural;Santa Catarina;BIGUACU
42123348;CEI DISNEY;Urbana;Santa Catarina;CRICIUMA
42123364;ESCOLA EVANGELICA AMAR;Urbana;Santa Catarina;ITAJAI
42123372;CENTRO EDUCACIONAL SISTEMA UNIFICADO;Urbana;Santa Catarina;ITAPEMA
42123410;CEIM VILA NOVA;Urbana;Santa Catarina;MAFRA
42123445;ESCOLA MUNICIPAL ADALZIZA LEONIDA DE SOUZA CUNHA;Urbana;Santa Catarina;BALNEARIO BARRA DO SUL
42123461;PREESCOLAR SONHO DE CRIANCA;Rural;Santa Catarina;GUARAMIRIM
42123470;PRE ESCOLAR SONHO DOURADO;Rural;Santa Catarina;GUARAMIRIM
42123496;CAIC URDA JOANA JOAQUIM;Urbana;Santa Catarina;CRICIUMA
42123500;CEI MORADAS DA COLINA;Urbana;Santa Catarina;CRICIUMA
42123550;PE BOM RETIRO;Rural;Santa Catarina;SAO LUDGERO
42123569;PE TIA NUCHA;Rural;Santa Catarina;ITAIOPOLIS
42123577;ESCOLA M E F ATAYDE MACHADO DADI;Urbana;Santa Catarina;JARAGUA DO SUL
42123585;EB PEDRO PAULO REBELLO;Urbana;Santa Catarina;ITAJAI
42123615;GEM MENINO DEUS;Urbana;Santa Catarina;CANOINHAS
42123623;COLEGIO ESPACO;Urbana;Santa Catarina;BRACO DO NORTE
42123631;ESC NOVA GERACAO;Urbana;Santa Catarina;JOINVILLE
42123640;CENTRO EDUC CEU AZUL;Urbana;Santa Catarina;PORTO UNIAO
42123666;EMEB TABAJARA;Urbana;Santa Catarina;CACADOR
42123674;CEI PE AUGUSTINHO;Urbana;Santa Catarina;LAGUNA
42123682;COLEGIO UNIVERSITARIO CRICIUMA LTDA;Urbana;Santa Catarina;CRICIUMA
42123704;COLEGIO EVOLUCAO;Urbana;Santa Catarina;SAO LUDGERO
42123747;CENTRO EDUC PREF AFFONSO ROHDEN;Urbana;Santa Catarina;SALETE
42123755;CENTRO DE EDUCACAO MUNDO ENCANTADO;Urbana;Santa Catarina;LAGES
42123763;CETK - CENTRO DE EDUCACAO TEREZINHA KRAUTZ;Urbana;Santa Catarina;PALHOCA
42123810;CEI ARCO IRIS;Urbana;Santa Catarina;BRACO DO NORTE
42123844;EEF BAIRRO DAS NACOES;Urbana;Santa Catarina;FRAIBURGO
42123852;IEI HELENA SAVI;Urbana;Santa Catarina;COCAL DO SUL
42123879;CEI GENTE INOCENTE;Urbana;Santa Catarina;ARARANGUA
42123909;ESCOLA BASICA MUNICIPAL PROFESSORA UMBELINA LORENZI;Urbana;Santa Catarina;IMBUIA
42123925;PE VO PAULINO;Rural;Santa Catarina;LEOBERTO LEAL
42123941;CEI MUN TRENZINHO MALUCO;Urbana;Santa Catarina;SAO BENTO DO SUL
42123950;EB MUN PREF AUGUSTO ALTHOFF;Urbana;Santa Catarina;SANTO AMARO DA IMPERATRIZ
42123992;EB MUN ALVARO TANCREDO DIPPOLD;Urbana;Santa Catarina;SAO FRANCISCO DO SUL
42124034;CEI BELA VISTA;Urbana;Santa Catarina;FRAIBURGO
42124042;PE DENTE DE LEITE;Rural;Santa Catarina;MATOS COSTA
42124050;EI ASSENTAMENTO SAO ROQUE;Rural;Santa Catarina;MATOS COSTA
42124069;PE JARDIM ITALIA;Urbana;Santa Catarina;MATOS COSTA
42124077;EI FAZENDA SOLEDADE;Rural;Santa Catarina;MATOS COSTA
42124131;CENTRO EDUC VER RAYMUNDO VEIT;Urbana;Santa Catarina;MARAVILHA
42124140;CENTRO EDUC MONTEIRO LOBATO;Urbana;Santa Catarina;MARAVILHA
42124158;PREESCOLAR PEQUENO POLEGAR;Urbana;Santa Catarina;GUARAMIRIM
42124166;ERM PROFª LYDIA FRANZON DONDONI;Urbana;Santa Catarina;NOVA ERECHIM
42124212;EEBM CRIANCA DO FUTURO;Urbana;Santa Catarina;VIDEIRA
42124263;NUCLEO ESCOLAR DE CONTRATURNO VERDE VALE;Urbana;Santa Catarina;ITAJAI
42124271;NUCLEO ESCOLAR DE CONTRATURNO JACY DIAS RAMOS;Urbana;Santa Catarina;ITAJAI
42124280;NEI PRIMEIROS PASSOS;Urbana;Santa Catarina;TIMBO
42124344;CENTRO EDUCACIONAL CANGURU;Urbana;Santa Catarina;JARAGUA DO SUL
42124352;ER MUN ANGELO SOLETTI;Rural;Santa Catarina;UNIAO DO OESTE
42124360;PE CANTINHO DA ALEGRIA;Urbana;Santa Catarina;PAPANDUVA
42124379;EMEB PREF HENRIQUE LIEBL;Urbana;Santa Catarina;RIO NEGRINHO
42124387;EB MUN JOAO MATIAS;Urbana;Santa Catarina;ARARANGUA
42124395;CEI CIDADE ALTA;Urbana;Santa Catarina;ARARANGUA
42124409;JI ARCO IRIS;Urbana;Santa Catarina;ANCHIETA
42124417;JI PEPERI;Rural;Santa Catarina;BELMONTE
42124425;CEI MUN AMOR DE CRIANCA;Rural;Santa Catarina;GUARACIABA
42124433;CEI MUN PRIMEIROS PASSOS;Urbana;Santa Catarina;GUARACIABA
42124450;CAIC PROFESSOR MARIANO COSTA;Urbana;Santa Catarina;JOINVILLE
42124468;CAIC PROF DESEMBARGADOR FRANCISCO JRDE OLIVEIRA;Urbana;Santa Catarina;JOINVILLE
42124476;E M PROFESSOR SAUL SANTANNA DE OLIVEIRA DIAS;Urbana;Santa Catarina;JOINVILLE
42124514;CENTRO EDUCACIONAL MUNICIPAL ARIRIBA;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42124522;CENTRO EDUCACIONAL MUNICIPAL JARDIM IATE CLUBE;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42124530;CAIC AYRTON SENNA DA SILVA;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42124549;ESC MUN PROFª ELSIR B GAYA MULLER;Urbana;Santa Catarina;NAVEGANTES
42124557;ESC TIA BRANCA;Urbana;Santa Catarina;SANTA CECILIA
42124565;CRECHE ALTINO DEALTINO CABRAL;Urbana;Santa Catarina;FLORIANOPOLIS
42124573;CEM MACIEIRA;Rural;Santa Catarina;FRAIBURGO
42124590;ESC MUN PROFª HERMINIA DE S MARQUES;Urbana;Santa Catarina;IMBITUBA
42124603;CEI PROFª TEREZA A E AUGSBURGER;Urbana;Santa Catarina;BLUMENAU
42124611;CEI PAULO ZIMMERMANN;Urbana;Santa Catarina;BLUMENAU
42124620;EBM PROF JOAO JOAQUIM FRONZA;Urbana;Santa Catarina;BLUMENAU
42124646;ESC MUN BAIRRO ANTENA;Urbana;Santa Catarina;CAXAMBU DO SUL
42124662;NUCLEO DE EDUCACAO INFANTIL MEU PRIMEIRO PASSO;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42124670;NUCLEO DE EDUCACAO INFANTIL SANTA CLARA;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42124689;NUCLEO DE EDUCACAO INFANTIL BRILHO DO SOL;Urbana;Santa Catarina;BALNEARIO CAMBORIU
42124697;NUCLEO DE EDUC OTTAVIANO NICOLAO;Urbana;Santa Catarina;LINDOIA DO SUL
42124700;CENTRO EDUC MUNDO INFANTIL CAIC;Urbana;Santa Catarina;MARAVILHA
42124719;CEI DA COHAB;Urbana;Santa Catarina;MORRO DA FUMACA
42124727;EEBM BIAZIO MARAGNO;Urbana;Santa Catarina;MORRO DA FUMACA
42124743;CENTRO EDUC FADA MADRINHA;Urbana;Santa Catarina;PALMA SOLA
42124751;PE CRIANCA FELIZ;Urbana;Santa Catarina;PALMA SOLA
42124760;PE PINGO DE GENTE;Urbana;Santa Catarina;PALMA SOLA
42124786;CENTRO EDUCACIONAL CAMINHO DOS SONHOS;Urbana;Santa Catarina;AURORA
42124794;EI JESUINO DIAS DE OLIVEIRA;Rural;Santa Catarina;JOSE BOITEUX
42124808;CEI MUN FRITZ FALLER;Rural;Santa Catarina;RIO DO CAMPO
42124832;CEI PEQUENO FUTURO;Rural;Santa Catarina;WITMARSUM
42124840;ESCOLA BASICA MUNICIPAL ALBERTO BORDIN;Urbana;Santa Catarina;JABORA
42124867;CRECHE E PREESCOLA DONA TEREZA;Urbana;Santa Catarina;ABDON BATISTA
42124875;CENTRO DE EDUCACAO INFANTIL PINGO DE OURO;Urbana;Santa Catarina;VARGEM BONITA
42124891;JI LINDOIA;Urbana;Santa Catarina;JOACABA
42124913;JI DE TAQUARAS;Urbana;Santa Catarina;RANCHO QUEIMADO
42124921;CDI MARIA DA SILVA;Urbana;Santa Catarina;GASPAR
42124930;CDI VOVO BENTA;Urbana;Santa Catarina;GASPAR
42124956;PE ESPERANCA DE UM AMANHA;Rural;Santa Catarina;SANGAO
42124964;PE SEMENTINHA DO CAMPO;Rural;Santa Catarina;SANGAO
42124980;CEI VILA NOVA;Urbana;Santa Catarina;BRACO DO NORTE
42124999;PE MUNDO DA CRIANCA;Rural;Santa Catarina;JAGUARUNA
42125022;EDUCANDARIO MUN DIVINA PROVIDENCIA;Urbana;Santa Catarina;SAO LUDGERO
42125057;ESCOLA MUNICIPAL PROFESSORA DIRCE SALETE DALL AGNOL;Urbana;Santa Catarina;XAXIM
42125103;EB MUN DONA DILMA MAFRA;Urbana;Santa Catarina;BOMBINHAS
42125111;GRUPO ESCOLAR ZELIA MILLES;Urbana;Santa Catarina;IRINEOPOLIS
42125146;CENTRO MUNICIPAL DE EDUCACAO INFANTIL VILA NOVA;Urbana;Santa Catarina;RIO NEGRINHO
42125154;CMEI PEQUENO PRINCIPE;Urbana;Santa Catarina;RIO NEGRINHO
42125162;CMEI SAO PEDRO;Urbana;Santa Catarina;RIO NEGRINHO
42125170;EB MUN PROFESSOR NEWTON MENDES;Urbana;Santa Catarina;SAO BENTO DO SUL
42125200;CEI MUN AMOR PERFEITO;Urbana;Santa Catarina;SAO BENTO DO SUL
42125227;EMEB PROFESSOR VITOLDO ALEXANDRE CZECH;Urbana;Santa Catarina;CATANDUVAS
42125243;ESCOLA MUN VICENTE VIEIRA;Urbana;Santa Catarina;GARUVA
42125260;ESCOLA MUNICIPAL DOUTOR SADALLA AMIN GHANEM;Urbana;Santa Catarina;JOINVILLE
42125278;ESCOLA MUNICIPAL ENFERMEIRA HILDA ANNA KRISCH;Urbana;Santa Catarina;JOINVILLE
